ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
3_23-07-2011;SEMINOLE CRY(USA);1;6;62;F. LYNCH;CARRERAS INT.;J. L. EYRE;4;Hipódromo Costa del Sol.;2200;ARENA
3_23-07-2011;MADISON PARK (IRE);3;5;60;I. LOPEZ;YANKEE RACING;B. RAMA;3;Hipódromo Costa del Sol.;2200;ARENA
3_23-07-2011;ELTZABURU;4;4;58;E. MELIAN(56);SALVADOR ELIZONDO TEKNICA;J. A. RODRIGUEZ;1;Hipódromo Costa del Sol.;2200;ARENA
3_23-07-2011;ZARIEVICH NUÑEZ(IRE);5;4;58;J. CROCQUEVIEILLE;LUIS ALBERTO NUÑEZ;J. A. RODRIGUEZ;5;Hipódromo Costa del Sol.;2200;ARENA
3_23-07-2011;LISSELAN CLANSMAN(IRE);7;6;57;M. GOMES;LISSELAN FARMS;A. R. ACOSTA;6;Hipódromo Costa del Sol.;2200;ARENA
3_23-07-2011;NARIXA(GB);2;3;54;V. JANACEK (54,5);CRUCEÑA;O. ANAYA;2;Hipódromo Costa del Sol.;2200;ARENA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
4_23-07-2011;EL LOLO(IRE);4;5;58;I. LOPEZ;EL LOBO;O. ANAYA;7;Hipódromo Costa del Sol.;1200;ARENA
4_23-07-2011;DUENDE;1;3;57;E. MELIAN (54);BLOKE;J. A. RODRIGUEZ;11;Hipódromo Costa del Sol.;1200;ARENA
4_23-07-2011;GREDOS;10;3;57;B. FAYOS;INSTAGONZA;O. ANAYA;5;Hipódromo Costa del Sol.;1200;ARENA
4_23-07-2011;LISSELAN STAR(IRE);9;4;54,5;V. SANCHEZ (51,5);LISSELAN FARMS;A. R. ACOSTA;8;Hipódromo Costa del Sol.;1200;ARENA
4_23-07-2011;NAVAL REVIEW(USA);2;6;54,5;V. JANACEK;MARTEL SANCHEZ;O. ANAYA;10;Hipódromo Costa del Sol.;1200;ARENA
4_23-07-2011;GLENAVON(GB);99;3;54;F. ALVARADO (56);CASTILLO DE CHARETA;B. RAMA;12;Hipódromo Costa del Sol.;1200;ARENA
4_23-07-2011;MORANTE;5;3;54;J. CROCQUEVIEILLE (55);CELANOVA;J. A. RODRIGUEZ;2;Hipódromo Costa del Sol.;1200;ARENA
4_23-07-2011;SUPER NENA (IRE);99;3;54;SRTA. GELABERT, L(50)(B.AM.);CELANOVA;J. A. RODRIGUEZ;9;Hipódromo Costa del Sol.;1200;ARENA
4_23-07-2011;TICIA BERE (FR);7;4;53;R. NAYLOR (51)(B.B.);CASTILLO DE CHARETA;B. RAMA;1;Hipódromo Costa del Sol.;1200;ARENA
4_23-07-2011;BELLA LUCI(IRE);3;3;52,5;M. SECCI;TRANSPORTES TRANSAIGUA S.L.;J. C. MARTINEZ;3;Hipódromo Costa del Sol.;1200;ARENA
4_23-07-2011;LOCAL FIREFOX(SWE);8;3;52;A. FUSCO (B.V.);TRANSPORTES TRANSAIGUA S.L.;J. C. MARTINEZ;4;Hipódromo Costa del Sol.;1200;ARENA
4_23-07-2011;LISSELAN NYMPH(USA);6;3;50,5;M. GOMES (51) (B. R.);LISSELAN FARMS;A. R. ACOSTA;6;Hipódromo Costa del Sol.;1200;ARENA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
5_23-07-2011;CAMURAY;4;6;60,5;V. JANACEK;Y. CORTIÑAL;E. LEON;4;Hipódromo Costa del Sol.;1300;ARENA
5_23-07-2011;BAHRAJ (USA);3;4;60;I. LOPEZ;B.P. SAN MATEO;O. ANAYA;6;Hipódromo Costa del Sol.;1300;ARENA
5_23-07-2011;CARIOKA;6;3;57,5;B. FAYOS (B.B.);Y.CORTIÑAL;J. C. FERNANDEZ;1;Hipódromo Costa del Sol.;1300;ARENA
5_23-07-2011;RISBY (IRE);2;3;57;J. CROCQUEVIEILLE;VIGURIA;J. M. OSORIO;7;Hipódromo Costa del Sol.;1300;ARENA
5_23-07-2011;MAGIC VICTORY (GB);8;6;56,5;M. GOMES;SILVER;T. MARTINS;9;Hipódromo Costa del Sol.;1300;ARENA
5_23-07-2011;BLACK DIBEL (GB);5;3;56;F. LYNCH;RIISIO S.L;J. C. MARTINEZ;2;Hipódromo Costa del Sol.;1300;ARENA
5_23-07-2011;S GRILLO (GB);1;3;55;M. SECCI;USSIA FIGUEROA;G. ARIZCORRETA;3;Hipódromo Costa del Sol.;1300;ARENA
5_23-07-2011;SONFLY;7;3;54;V. SANCHEZ;SOÑADOR;J. C. LOPERA;5;Hipódromo Costa del Sol.;1300;ARENA
