ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
2_19-02-2012;GARRARUFA(IRE);13;3;57;F. ALVARADO;CASTILLO DE CHARETA;B. RAMA;7;Hipódromo Costa del Sol.;2000;HIERBA
2_19-02-2012;LONGUEIRON;1;3;57;I. LOPEZ;PEREIRA SAT;J. C. LOPERA;3;Hipódromo Costa del Sol.;2000;HIERBA
2_19-02-2012;AGALA CANARIAS(IRE);4;3;55,5;E. MELIAN(52,5);GRUPO BOLAÑOS G.C.;E. LEON;2;Hipódromo Costa del Sol.;2000;HIERBA
2_19-02-2012;ALMAZORA(GB);7;3;55,5;J. CROCQUEVIEILLE;EL HERROJO;J. M. OSORIO;12;Hipódromo Costa del Sol.;2000;HIERBA
2_19-02-2012;CAFFE LATTE;12;3;55,5;S. MARTIN;SOÑADOR;J. SALGUERO;9;Hipódromo Costa del Sol.;2000;HIERBA
2_19-02-2012;EXPATBET(GB);2;3;55,5;F. LYNCH;BET VICTOR;P. HALEY;1;Hipódromo Costa del Sol.;2000;HIERBA
2_19-02-2012;MISS BLONDIE (FR);3;3;55,5;J. GROSJEAN;BOBBY;I. GOMEZ;4;Hipódromo Costa del Sol.;2000;HIERBA
2_19-02-2012;MORNING MUSE(IRE);6;3;55,5;M. GOMES;NORTENHA;T. MARTINS;6;Hipódromo Costa del Sol.;2000;HIERBA
2_19-02-2012;QUEEN DYHIM(FR);9;3;55,5;V. JANACEK;ALISARES;A. SANCHEZ C.;11;Hipódromo Costa del Sol.;2000;HIERBA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
3_19-02-2012;IRAIZOTZ;10;5;65;SR. SOTO, A. (63);MADELAINE;R. H. HUAYAS;6;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;FLECHE D'ARCIS(FR);12;4;61;J. E. JARCOVSKY;TALISMAN;J. A. RODRIGUEZ;12;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;VRAIZEM;1;4;61;O. O. DE URBINA;TURF LA GARE;R. LOPEZ;8;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;DON ANDRES(GB);16;4;60;F. JIMENEZ A.;ANTON;B. RAMA;10;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;MALKOVA (FR);9;4;60;J. CROCQUEVIEILLE;YUDAKOVA;J. A. RODRIGUEZ;11;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;DELIRADA;7;4;59;I. LOPEZ;TRANSPORTES TRANSAIGUA S.L.;J. C. MARTINEZ;18;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;FLOW BOY(IRE);4;8;59;E. MELIAN (57);PADRONESA;J. A. RODRIGUEZ;5;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;CONMIRIAN;11;7;58;J. GROSJEAN;MULTI;J. C. LOPERA;16;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;COVELO;3;7;57;A. GOMEZ (55);PEREIRA S.A.T.;J. C. LOPERA;4;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;REY MAMBO(IRE);99;5;56;J. L. MARTINEZ;ITALICA;M. ALVAREZ;3;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;YES WE COULD(FR);13;5;56;J. C. CERQUEIRA (57);SILVER;T. MARTINS;1;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;MUNRO'S DRAGON(GB);8;4;55;V. JANACEK;NANINA;J. CALDERON;2;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;LISSELAN STAR(IRE);15;5;54;S. MARTIN;LISSELAN FARMS;A. R. ACOSTA;9;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;OLINA;6;5;54;SRTA ZAPICO, S.;KINGS RACING;B. RAMA;15;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;DIAMOND FOR EVER;2;5;53;M. GOMES;ADELAI;F. RODRIGUEZ;14;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;DROP RISK(FR);5;9;51;SRTA, GELABERT, L.(49);JOLAM;E. OLGADO;7;Hipódromo Costa del Sol.;1800;HIERBA
3_19-02-2012;ALDONZA(IRE);14;4;50;V. SANCHEZ (49);LUZERPALHA;T. MARTINS;13;Hipódromo Costa del Sol.;1800;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
4_19-02-2012;COLORIN(IRE);2;5;65;C. FERNANDEZ (63);Y. CASAS;J. C. FERNANDEZ;12;Hipódromo Costa del Sol.;1300;HIERBA
4_19-02-2012;ARIZA;3;5;63;A. GOMEZ (61);LUZERPALHA;T. MARTINS;2;Hipódromo Costa del Sol.;1300;HIERBA
4_19-02-2012;CAPTAIN BLUEBIRD (IRE);6;5;61;F. ALVARADO;CASTILLO DE CHARETA;B.RAMA;7;Hipódromo Costa del Sol.;1300;HIERBA
4_19-02-2012;CHIEF KEY (GB);5;4;61;V. JANACEK;CANTER;M. AUGELLI;3;Hipódromo Costa del Sol.;1300;HIERBA
4_19-02-2012;LISSELAN NYMPH(USA);7;4;61;S. MARTIN;LISSELAN FARMS;A. R. ACOSTA;1;Hipódromo Costa del Sol.;1300;HIERBA
4_19-02-2012;SANTI GULCH (IRE);9;4;60;J. C. CERQUEIRA;PAGANINI;T. CALLEJO;6;Hipódromo Costa del Sol.;1300;HIERBA
4_19-02-2012;MYLORD;12;3;59;J. CROCQUEVIEILLE;GAMMEL;E. LEON;10;Hipódromo Costa del Sol.;1300;HIERBA
4_19-02-2012;MAJOR DUDE (GB);8;4;58;F. LYNCH;RACHAEL TEASDALE RACING;J. L . EYRE;5;Hipódromo Costa del Sol.;1300;HIERBA
4_19-02-2012;ARTICO(USA);1;4;56;O. O. DE URBINA;CHICAGO;M. DELCHER S.;8;Hipódromo Costa del Sol.;1300;HIERBA
4_19-02-2012;BARBECHO;11;4;56;I. LOPEZ;TIZIANO;R. AON;4;Hipódromo Costa del Sol.;1300;HIERBA
4_19-02-2012;EL GUAJE (IRE);4;6;53;R. H. HUAYAS(53,5);LAMASON;R. H. HUAYAS;9;Hipódromo Costa del Sol.;1300;HIERBA
4_19-02-2012;MISS CLAUS;10;4;50;E. MELIAN (52);NANINA;J. CALDERON;11;Hipódromo Costa del Sol.;1300;HIERBA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
5_19-02-2012;ENTRE COPAS (GB);2;8;60;J. CROCQUEVIEILLE;AFRICA;J. M. OSORIO;6;Hipódromo Costa del Sol.;2200;HIERBA
5_19-02-2012;NELSON GROOM (FR);1;6;57,5;J. L. MARTINEZ;REZA PAZOOKI;F. RODRIGUEZ;9;Hipódromo Costa del Sol.;2200;HIERBA
5_19-02-2012;PENDENCIERO(USA);10;5;57,5;V. JANACEK;LA PAZ;J. A. RODRIGUEZ;7;Hipódromo Costa del Sol.;2200;HIERBA
5_19-02-2012;SEÑOR MIRANDA(GB);7;5;57,5;O. O. DE URBINA;LOS TONELES;F. RODRIGUEZ;11;Hipódromo Costa del Sol.;2200;HIERBA
5_19-02-2012;BLACKBERRY BOY(IRE);4;8;56;F. LYNCH;SUNSHINE RACING;P. HALEY;4;Hipódromo Costa del Sol.;2200;HIERBA
5_19-02-2012;BLAISE TOWER(GB);11;6;56;F. ALVARADO;CASTILLO DE CHARETA;B. RAMA;12;Hipódromo Costa del Sol.;2200;HIERBA
5_19-02-2012;DON HERNANDO HAB;8;4;56;F. JIMENEZ A.;GONZALO HERNANDO-ABOIN;A. CARRASCO;2;Hipódromo Costa del Sol.;2200;HIERBA
5_19-02-2012;SEMINOLE CRY(USA);3;7;56;J. GROSJEAN;CARRERAS INT.;J. L. EYRE;5;Hipódromo Costa del Sol.;2200;HIERBA
5_19-02-2012;TURRIALBA;5;5;56;I. LOPEZ;INSTAGONZA;O. ANAYA;8;Hipódromo Costa del Sol.;2200;HIERBA
5_19-02-2012;CARA BLANCA(GB);6;4;54,5;M. GOMES;RACHAEL TEASDALE RACING;J. L. EYRE;3;Hipódromo Costa del Sol.;2200;HIERBA
5_19-02-2012;HELLO TOMORROW(USA);99;4;54,5;A. GOMEZ;LABERINTO;R. AON;10;Hipódromo Costa del Sol.;2200;HIERBA
5_19-02-2012;VERGARA(GB);9;4;54,5;J. E. JARCOVSKY(56);VIGURIA;J. M. OSORIO;1;Hipódromo Costa del Sol.;2200;HIERBA
