ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
3_05-08-2011;DUENDE;4;3;62;E.MELIAN (60);BLOKE;J. A. RODRIGUEZ;1;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;SANTI GULCH (IRE);1;3;61;J.C.CERQUEIRA;PAGANINI;T. CALLEJO;9;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;MAGNUM;9;3;61;B.FAYOS;Y. CORTIÑAL;J. A. RODRIGUEZ;7;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;SONFLY;10;3;60;V.JANACEK;SOÑADOR;J. C. LOPERA;13;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;CHIEF KEY (GB);3;3;60;V.SANCHEZ (58);CANTER;M. AUGELLI;4;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;SOL Y LUZ (IRE);12;3;58;J.L.BORREGO;EL FARGUE;M. J. PEREZ;12;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;MISS CORONITA;11;3;58;I.LOPEZ;B. P. SAN MATEO;O. ANAYA;3;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;NAZARENO HEN(IRE);8;3;57;M.GOMES;DUO;J. SALGUERO;6;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;JOE JUNIOR(GB);7;3;57;F.ALVARADO;CASTILLO DE CHARETA;B. RAMA;5;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;LOCAL FIREFOX(SWE);99;3;57;M.SALOKANTO;TRANSPORTES TRANSAIGUA S.L.;J. C. MARTINEZ;11;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;SHAHBANOU(GB);5;4;56;J.HORCAJADA;YANKEE RACING;B. RAMA;8;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;NORTH EAST CORNER(USA);6;5;54;P.L. ROQUE (B.R);CASTILLO DE CHARETA;B. RAMA;2;Hipódromo Costa del Sol.;1300;ARENA
3_05-08-2011;EL LOLO(IRE);2;5;53;A.GOMEZ;EL LOBO;O. ANAYA;10;Hipódromo Costa del Sol.;1300;ARENA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
4_05-08-2011;BOMBADIL(IRE);3;4;64;V.JANACEK;JEREZANA;J.CALDERON;9;Hipódromo Costa del Sol.;1300;ARENA
4_05-08-2011;CORCUBION;99;6;61;M.GOMES;PEREIRA S.A.T.;J. C. LOPERA;8;Hipódromo Costa del Sol.;1300;ARENA
4_05-08-2011;STORMY MONTLIOUX(FR);1;4;61;F.ALVARADO;DIAZMOR;P. DIAZ;6;Hipódromo Costa del Sol.;1300;ARENA
4_05-08-2011;ALTERNATIVE(GB);5;7;60;O.O.DE URBINA;SANLUQUEÑA;J. CALDERON;5;Hipódromo Costa del Sol.;1300;ARENA
4_05-08-2011;MAGIC VICTORY (GB);2;6;59;J.C.CERQUEIRA;SILVER;T. MARTINS;13;Hipódromo Costa del Sol.;1300;ARENA
4_05-08-2011;LAAZEM(IRE);6;4;58;I.LOPEZ;HNOS. GARCIA Y VEGA;O. ANAYA;11;Hipódromo Costa del Sol.;1300;ARENA
4_05-08-2011;SALTERGATE(GB);4;3;58;J.CROCQUEVIEILLE;INSTAGONZA;O. ANAYA;7;Hipódromo Costa del Sol.;1300;ARENA
4_05-08-2011;AROUSA;7;4;56;B.FAYOS;PEREIRA S.A.T.;J. C. LOPERA;1;Hipódromo Costa del Sol.;1300;ARENA
4_05-08-2011;MARACAIBO (FR);8;3;56;E.MELIAN (54);SALVADOR ELIZONDO TEKNICA;J. A. RODRIGUEZ;10;Hipódromo Costa del Sol.;1300;ARENA
4_05-08-2011;NOVA GLITTER(IRE);10;3;56;V.SANCHEZ (54);LUZERPALHA;T. MARTINS;4;Hipódromo Costa del Sol.;1300;ARENA
4_05-08-2011;FINISTERRE;9;3;56;J.L.BORREGO;NORTENHA;T. MARTINS;2;Hipódromo Costa del Sol.;1300;ARENA
4_05-08-2011;ARIZA;99;4;55;J.HORCAJADA (B.V);LUZERPALHA;T. MARTINS;3;Hipódromo Costa del Sol.;1300;ARENA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
5_05-08-2011;ESQUIO;7;4;60;M.GOMES;PEREIRA S.A.T.;J. C. LOPERA;7;Hipódromo Costa del Sol.;2100;ARENA
5_05-08-2011;ILUSIONISTA;1;5;60;A.GOMEZ;ODISEA;I. GOMEZ;6;Hipódromo Costa del Sol.;2100;ARENA
5_05-08-2011;ARGALY;8;5;58;B.FAYOS;RIO CUBAS;J. C. FERNANDEZ;4;Hipódromo Costa del Sol.;2100;ARENA
5_05-08-2011;DOVERY;5;5;57,5;R.NAYLOR (54,5);COURTNEY;J. L. EYRE;11;Hipódromo Costa del Sol.;2100;ARENA
5_05-08-2011;SPLITTER;3;3;57;J.CROCQUEVIEILLE;SALVADOR ELIZONDO TEKNICA;J.A.RODRIGUEZ;9;Hipódromo Costa del Sol.;2100;ARENA
5_05-08-2011;ALJARAFE(FR);2;3;55;J.L.BORREGO;WHYLAR;G. ARIZCORRETA;3;Hipódromo Costa del Sol.;2100;ARENA
5_05-08-2011;SACRAMENTO;6;3;55;SRTA. GELABERT.L (51);Y. CORTIÑAL;J. A. RODRIGUEZ;1;Hipódromo Costa del Sol.;2100;ARENA
5_05-08-2011;VINOLETO;9;3;55;V.JANACEK;CRUCEÑA;O. ANAYA;2;Hipódromo Costa del Sol.;2100;ARENA
5_05-08-2011;CHIRICAHUA;11;4;54,5;J.HORCAJADA (B.BL);Y. CORTIÑAL;J. M. BORREGO R.;8;Hipódromo Costa del Sol.;2100;ARENA
5_05-08-2011;CHIRIVITO(FR);4;3;54;O.O.DE URBINA;SAN CRISTOBAL;J. LOPEZ;10;Hipódromo Costa del Sol.;2100;ARENA
5_05-08-2011;MARIBEL;10;3;50,5;M.SECCI (51,5);CARBIAL;J. M. BORREGO R.;5;Hipódromo Costa del Sol.;2100;ARENA
