ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
3_12-08-2011;PUNTABECA(IRE);1;2;55,5;J.C.CERQUEIRA (56);NANINA;T. CALLEJO S.;1;Hipódromo Costa del Sol.;1200;ARENA
3_12-08-2011;TYSUN;7;2;55,5;D.DELGADO;Y. ARANJUEZ;J. A. RODRIGUEZ;11;Hipódromo Costa del Sol.;1200;ARENA
3_12-08-2011;ILLUNBE (FR);3;2;55;J.HORCAJADA;CIELO DE MADRID;O. RODRIGUEZ;3;Hipódromo Costa del Sol.;1200;ARENA
3_12-08-2011;ALMA-DHARMA;9;2;53,5;M. GOMES;JOSE SIMO;O. ANAYA;10;Hipódromo Costa del Sol.;1200;ARENA
3_12-08-2011;BRIEVA(CHI);11;2;53,5;B.FAYOS (55);MADROÑOS;B. RAMA;8;Hipódromo Costa del Sol.;1200;ARENA
3_12-08-2011;DREAM DREAM DREAM(FR);10;2;53,5;E.MELIAN;BLOKE;J. A. RODRIGUEZ;2;Hipódromo Costa del Sol.;1200;ARENA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
4_12-08-2011;ARGALY;11;5;62;SR. SARABIA, D.;RIO CUBAS;J. C. FERNANDEZ;11;Hipódromo Costa del Sol.;2100;ARENA
4_12-08-2011;MADISON PARK (IRE);3;5;62;B.FAYOS;YANKEE RACING;B. RAMA;3;Hipódromo Costa del Sol.;2100;ARENA
4_12-08-2011;MENELDOR (IRE);7;3;61;R. H. HUAYAS;GONZALO HERNANDO ABOIN;A. CARRASCO;5;Hipódromo Costa del Sol.;2100;ARENA
4_12-08-2011;KURDO(FR);1;3;60;V.JANACEK;Y. AGF;G. ARIZCORRETA;6;Hipódromo Costa del Sol.;2100;ARENA
4_12-08-2011;ELTZABURU;9;4;59;E.MELIAN (57);SALVADOR ELIZONDO TEKNICA;J. A. RODRIGUEZ;12;Hipódromo Costa del Sol.;2100;ARENA
4_12-08-2011;ZARIEVICH NUÑEZ(IRE);2;4;59;D.DELGADO;LUIS ALBERTO NUÑEZ;J. A. RODRIGUEZ;4;Hipódromo Costa del Sol.;2100;ARENA
4_12-08-2011;FLOW BOY(IRE);8;7;59;J.CROCQUEVIEILLE;PADRONESA;J. A. RODRIGUEZ;2;Hipódromo Costa del Sol.;2100;ARENA
4_12-08-2011;ILLIZMIT (FR);5;6;57;M.GOMES;ORO;J. C. LOPERA;7;Hipódromo Costa del Sol.;2100;ARENA
4_12-08-2011;ALTEZA(IRE);6;3;56;M.SECCI;MIRINDA RACING, S.C.;T. MARTINS;1;Hipódromo Costa del Sol.;2100;ARENA
4_12-08-2011;DELLA BEND(FR);4;3;55;O.O.DE URBINA;JIMENA;A. SANCHEZ C.;10;Hipódromo Costa del Sol.;2100;ARENA
4_12-08-2011;MEARI(ARG);99;4;54;SRTA. GELABERT, L. (51);MI VIEJITA;J. C. FERNANDEZ;8;Hipódromo Costa del Sol.;2100;ARENA
4_12-08-2011;BELIDO;10;7;53;R.NAYLOR (51);NORTENHA;T. MARTINS;9;Hipódromo Costa del Sol.;2100;ARENA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
5_12-08-2011;KALINEA (GER);99;4;58,5;E.MELIAN (55,5);TALISMAN;J. A. RODRIGUEZ;2;Hipódromo Costa del Sol.;1800;ARENA
5_12-08-2011;MISSIN;4;5;58,5;B.FAYOS;KINGS RACING;B. RAMA;6;Hipódromo Costa del Sol.;1800;ARENA
5_12-08-2011;OLINA;5;4;58,5;I.LOPEZ (B.AM);KINGS RACING;B. RAMA;5;Hipódromo Costa del Sol.;1800;ARENA
5_12-08-2011;PANACEA(GB);1;4;58,5;J. CROCQUEVIEILLE;DUQUE DE ALBURQUERQUE;J. M. OSORIO;1;Hipódromo Costa del Sol.;1800;ARENA
5_12-08-2011;THINK TWICE(IRE);8;3;56;F.LYNCH;SUNSHINE RACING;P. HALEY;3;Hipódromo Costa del Sol.;1800;ARENA
5_12-08-2011;CARA BLANCA(GB);2;3;55;J.L.MARTINEZ;RACHAEL TEASDALE RACING;J. L. EYRE;7;Hipódromo Costa del Sol.;1800;ARENA
5_12-08-2011;GOMINOLA(IRE);9;3;55;O.O.DE URBINA;CANTER;E. LEON;4;Hipódromo Costa del Sol.;1800;ARENA
5_12-08-2011;NARIXA(GB);7;3;55;V.JANACEK;CRUCEÑA;O. ANAYA;9;Hipódromo Costa del Sol.;1800;ARENA
5_12-08-2011;NESKA(GB);3;3;55;R. H. HUAYAS;GONZALO HERNANDO ABOIN;A. CARRASCO;8;Hipódromo Costa del Sol.;1800;ARENA
5_12-08-2011;SARAHZEM;6;3;54;J.HORCAJADA;CIELO DE MADRID;O. RODRIGUEZ;10;Hipódromo Costa del Sol.;1800;ARENA
