3_19-01-2014,MIRAAJ (IRE),6,4.0,60.0,O.O.URBINA,EACHWAY,A.SANCHEZ.C,5,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1800,HIERBA
3_01-12-2013,MIRAAJ (IRE),4,3.0,52.5,J.CROCQUEVIEILLE,EACHWAY,A.SANCHEZ.C,11,HIPODROMO LA ZARZUELA,1600,HIERBA
2_26-09-2014,MIRAAJ (IRE),4,4.0,63.0,SR.DE.JULIAN.N,EACHWAY,A.SANCHEZ.C,2,HIPODROMO LA ZARZUELA,1650,ARENA-FIBRA
3_17-11-2013,MIRAAJ (IRE),18,3.0,57.0,V.SANCHEZ,EACHWAY,A.SANCHEZ.C,14,HIPODROMO LA ZARZUELA,1600,HIERBA
2_01-08-2013,MIRLO (IRE),4,3.0,54.0,V.JANACEK,YAGF,G.ARIZKORRETA,3,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
4_29-08-2013,MIRLO (IRE),7,3.0,61.0,V.JANACEK,YAGF,G.ARIZKORRETA,8,HIPODROMO LA ZARZUELA,1600,ARENA-FIBRA
2_29-11-2015,MIRMIDON,8,2.0,56.0,A.GOMEZ,YILIBERIS,J.LOPEZ,3,HIPODROMO LA ZARZUELA,1800,HIERBA
1_18-12-2016,MIRMIDON,3,3.0,57.0,B.FAYOS,YILIBERIS,J.LOPEZ,6,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,2100,HIERBA
4_03-04-2016,MIRMIDON,3,3.0,57.0,G.MADERO,YILIBERIS,J.LOPEZ,2,HIPODROMO LA ZARZUELA,2100,HIERBA
4_17-09-2017,MIRMIDON,7,4.0,54.5,J.GELABERT,YILIBERIS,J.LOPEZ,12,HIPODROMO LA ZARZUELA,2100,HIERBA
2_17-04-2016,MIRMIDON,2,3.0,56.0,B.FAYOS,YILIBERIS,J.LOPEZ,6,HIPODROMO LA ZARZUELA,2200,HIERBA
5_08-05-2016,MIRMIDON,4,3.0,57.0,B.FAYOS,YILIBERIS,J.LOPEZ,8,HIPODROMO LA ZARZUELA,2200,HIERBA
5_27-11-2016,MIRMIDON,5,3.0,57.0,J.GROSJEAN,YILIBERIS,J.LOPEZ,6,HIPODROMO LA ZARZUELA,2800,HIERBA
3_16-10-2016,MIRMIDON,5,3.0,57.5,M.GOMES,YILIBERIS,J.LOPEZ,17,HIPODROMO LA ZARZUELA,2100,HIERBA
1_19-05-2016,MIRNA (FR),1,4.0,58.0,F.GARNIER,CHEIKMANSOORBINZAYED,CH.GOURDAIN,1,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1500,ARENA
1_12-06-2011,MISS BLONDIE (FR),4,2.0,57.0,A.GOMEZ,BOBBY,I.GOMEZ,5,HIPODROMO LA ZARZUELA,1000,HIERBA
2_19-02-2012,MISS BLONDIE (FR),3,3.0,55.5,J.GROSJEAN,BOBBY,I.GOMEZ,4,HIPODROMO COSTA DEL SOL,2000,HIERBA
2_24-06-2012,MISS BLONDIE (FR),4,3.0,54.5,SRTA.MORENO.O,BOBBY,I.GOMEZ,10,HIPODROMO LA ZARZUELA,1400,HIERBA
2_12-08-2012,MISS BLONDIE (FR),1,3.0,56.5,A.GOMEZ,BOBBY,I.GOMEZ,5,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
5_30-08-2012,MISS BLONDIE (FR),2,3.0,54.0,A.GOMEZ,BOBBY,I.GOMEZ,4,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
3_24-12-2011,MISS CLAUS,9,3.0,50.0,A.GOMEZ,NANINA,J.CALDERON,12,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1400,HIERBA
3_20-11-2011,MISS CLAUS,17,3.0,54.0,A.GOMEZ,NANINA,J.CALDERON,16,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1800,HIERBA
4_19-02-2012,MISS CLAUS,10,4.0,50.0,E.MELIAN,NANINA,J.CALDERON,11,HIPODROMO COSTA DEL SOL,1300,HIERBA
2_22-04-2011,MISS CLAUS,9,3.0,52.5,R.H.HUAYAS,NANINA,J.CALDERON,7,HIPODROMO COSTA DEL SOL,1300,ARENA
4_09-07-2011,MISS CLAUS,7,3.0,53.5,R.H.HUAYAS,NANINA,J.CALDERON,1,HIPODROMO COSTA DEL SOL,1300,ARENA
2_04-12-2011,MISS CLAUS,6,3.0,59.0,V.JANACEK,NANINA,J.CALDERON,8,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1500,HIERBA
4_09-07-2011,MISS CORONITA,6,3.0,55.5,G.CARTER,BPSANMATEO,O.ANAYA,3,HIPODROMO COSTA DEL SOL,1300,ARENA
2_26-08-2011,MISS CORONITA,4,3.0,58.0,I.LOPEZ,BPSANMATEO,O.ANAYA,12,HIPODROMO COSTA DEL SOL,1800,ARENA
2_23-07-2011,MISS CORONITA,4,3.0,55.5,I.LOPEZ,BPSANMATEO,O.ANAYA,5,HIPODROMO COSTA DEL SOL,2100,ARENA
3_05-08-2011,MISS CORONITA,11,3.0,58.0,I.LOPEZ,BPSANMATEO,O.ANAYA,3,HIPODROMO COSTA DEL SOL,1300,ARENA
4_18-12-2011,MISS CORONITA,11,3.0,63.0,SR.BENITEZ.D,BPSANMATEO,O.ANAYA,1,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,2100,HIERBA
2_08-01-2012,MISS CORONITA,9,4.0,62.0,I.LOPEZ,BPSANMATEO,O.ANAYA,3,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1600,HIERBA
1_7-07-2012,MISS CORONITA,3,4.0,53.0,A.GOMEZ,ELLOBO,O.ANAYA,4,HIPODROMO COSTA DEL SOL,2000,ARENA
4_21-07-2012,MISS CORONITA,1,4.0,52.0,A.GOMEZ,ELLOBO,O.ANAYA,8,HIPODROMO COSTA DEL SOL,1600,ARENA
5_17-08-2012,MISS CORONITA,3,4.0,61.0,I.LOPEZ,ELLOBO,O.ANAYA,3,HIPODROMO COSTA DEL SOL,1600,ARENA
3_03-08-2012,MISS CORONITA,1,4.0,57.0,I.LOPEZ,ELLOBO,O.ANAYA,2,HIPODROMO COSTA DEL SOL,1400,ARENA
1_17-09-2017,MISS GALAXIA,5,2.0,55.5,E.ARGUINZONES,ACASIÑA,J.A.RODRIGUEZ,8,HIPODROMO LA ZARZUELA,1400,HIERBA
1_09-11-2017,MISS GALAXIA,2,2.0,54.5,E.J.ARGUINZONES,ACASIÑA,J.A.RODRIGUEZ,2,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1300,ARENA
4_24-02-2019,MISS GALAXIA,8,4.0,54.0,J.GELABERT,ACASIÑA,O.ANAYA,3,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1300,ARENA
2_24-07-2014,MISS GRAN CANARIA (GB),1,3.0,54.0,M.GOMES,MARTELSANCHEZ,B.RAMA,4,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
2_26-10-2014,MISS GRAN CANARIA (GB),7,3.0,54.5,M.GOMES,MARTELSANCHEZ,B.RAMA,6,HIPODROMO LA ZARZUELA,1200,HIERBA
5_23-11-2014,MISS GRAN CANARIA (GB),10,3.0,60.0,M.GOMES,MARTELSANCHEZ,B.RAMA,6,HIPODROMO LA ZARZUELA,1400,HIERBA
1_20-11-2016,MISS MONEYPENNY (IRE),5,3.0,57.0,E.REVOLTE,ROBERTOCOCHETEUX,M.ALVAREZ,3,HIPODROMO LA ZARZUELA,1200,HIERBA
1_28-02-2016,MISS MONEYPENNY (IRE),4,3.0,57.0,J.L.MARTINEZ,ROBERTOCOCHETEUX,M.ALVAREZ,5,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1400,HIERBA
4_06-08-2020,MISS OSIER (GB),1,6.0,57.5,L.FONSECA,SCUDERIADREAMSROAD,M.TELLINI,6,HIPODROMO LA ZARZUELA,1100,ARENA-FIBRA
4_23-10-2020,MISS OSIER (GB),5,6.0,59.0,L.FONSECA,SCUDERIADREAMSROAD,M&M.RACING,5,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
4_10-09-2020,MISS OSIER (GB),3,6.0,60.5,L.FONSECA,SCUDERIADREAMSROAD,M&M.RACING,1,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
4_19-01-2020,MISS OSIER (GB),6,6.0,56.5,N.DE.JULIAN,SCUDERIADREAMSROAD,M.TELLINI,6,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1500,HIERBA
1_21-08-2016,MISS SECRETARY,5,2.0,53.5,E.J.ARGUINZONES,JIMENEZ,J.JIMENEZ,6,HIPODROMO DE SAN SEBASTIAN,1400,HIERBA
3_10-09-2016,MISS SECRETARY,13,2.0,55.5,J.L.BORREGO,JIMENEZ,J.JIMENEZ,5,HIPODROMO DE SAN SEBASTIAN,1400,HIERBA
4_23-09-2018,MISS TUFIA,2,2.0,58.0,B.FAYOS,MARTELSANCHEZ,M.GOMES,10,HIPODROMO LA ZARZUELA,1500,HIERBA
3_17-06-2012,MISS USHUAIA (FR),17,3.0,58.0,V.JANACEK,LETOILE,J.L.DESALAS,13,HIPODROMO LA ZARZUELA,1800,HIERBA
3_28-06-2012,MISS USHUAIA (FR),7,3.0,55.5,V.JANACEK,LETOILE,J.L.DESALAS,4,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
4_1-08-2019,MISSCELESTA (FR),12,4.0,56.0,J.L.BORREGO,GRANELENCO,J.C.ROSELL,7,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
2_14-06-2020,MISSDIRECTION (FR),10,3.0,56.0,D.FERREIRA,ARCO,F.PEREZ,2,HIPODROMO LA ZARZUELA,1800,HIERBA
3_09-07-2011,MISSIN,1,5.0,58.0,B.FAYOS,KINGSRACING,B.RAMA,2,HIPODROMO COSTA DEL SOL,1800,ARENA
5_12-08-2011,MISSIN,4,5.0,58.5,B.FAYOS,KINGSRACING,B.RAMA,6,HIPODROMO COSTA DEL SOL,1800,ARENA
2_14-07-2012,MISSIN,3,6.0,58.5,G.CARTER,KINGSRACING,B.RAMA,7,HIPODROMO COSTA DEL SOL,2000,ARENA
4_26-02-2012,MISSIN,5,6.0,56.0,J.CROCQUEVIEILLE,KINGSRACING,B.RAMA,8,HIPODROMO COSTA DEL SOL,1600,ARENA
3_7-07-2012,MISSIN,3,6.0,60.0,J.E.JARCOVSKY,KINGSRACING,B.RAMA,3,HIPODROMO COSTA DEL SOL,2000,ARENA
4_08-01-2012,MISSIN,7,6.0,57.0,R.NAYLOR,KINGSRACING,B.RAMA,2,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1600,HIERBA
1_17-08-2012,MISSIN,3,6.0,61.0,SR.DE.JULIAN.N,KINGSRACING,B.RAMA,2,HIPODROMO COSTA DEL SOL,2100,ARENA
1_22-04-2011,MISSIN,3,5.0,65.0,SRTA.ZAPICO.S,KINGSRACING,B.RAMA,8,HIPODROMO COSTA DEL SOL,1800,ARENA
4_03-08-2012,MISSIN,2,6.0,58.0,V.JANACEK,KINGSRACING,B.RAMA,1,HIPODROMO COSTA DEL SOL,1800,ARENA
5_10-04-2016,MISSMONEYPENNY (IRE),2,3.0,57.0,J.MARTIN,ROBERTOCOCHETEUX,M.ALVAREZ,11,HIPODROMO LA ZARZUELA,1600,HIERBA
4_2-10-2016,MISSMONEYPENNY (IRE),11,3.0,57.5,SR.MELGAREJO.I,ROBERTOCOCHETEUX,M.ALVAREZ,10,HIPODROMO LA ZARZUELA,1400,HIERBA
3_12-05-2019,MISSOSIER (GB),8,5.0,57.0,J.GELABERT,SCUDERIADREAMSROAD,M.TELLINI,6,HIPODROMO LA ZARZUELA,1200,HIERBA
1_12-07-2020,MISSOSIER (GB),7,6.0,58.5,L.FONSECA,SCUDERIADREAMSROAD,M.TELLINI,11,HIPODROMO LA ZARZUELA,1200,HIERBA
1_23-04-2017,MISSOURI,5,3.0,56.5,R.SOUSA,MARISOL,J.C.CERQUEIRA,11,HIPODROMO LA ZARZUELA,1200,HIERBA
2_9-10-2016,MISSSECRETARY,6,2.0,57.0,J.L.BORREGO,JIMENEZ,J.JIMENEZ,7,HIPODROMO LA ZARZUELA,1400,HIERBA
2_4-07-2019,MISSTUFIA,2,3.0,61.5,J.GELABERT,MARTELSANCHEZ,M.GOMES,6,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_12-05-2019,MISSTUFIA,2,3.0,57.0,R.RAMOS,MARTELSANCHEZ,M.GOMES,6,HIPODROMO LA ZARZUELA,1800,HIERBA
1_11-09-2011,MISTER CAMILAU (FR),1,4.0,67.5,SRTA.ZAPICO.S,MARTUL,A.IMAZ.C,2,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
4_22-04-2011,MISTER DRAGO (IRE),9,6.0,50.0,R.H.HUAYAS,ALBAYLUCIA,J.C.MARTINEZ,4,HIPODROMO COSTA DEL SOL,2100,ARENA
1_22-04-2011,MISTER LEONARD (FR),5,7.0,65.0,SR.DE.JULIAN.N,DOSHERMANAS,J.C.MARTINEZ,2,HIPODROMO COSTA DEL SOL,1800,ARENA
3_25-10-2015,MISTER LEONARD (FR),3,2.0,57.0,R.C.MONTENEGRO,REMOLINA,A.REMOLINA,3,HIPODROMO LA ZARZUELA,1600,HIERBA
3_21-08-2016,MISTER LEONARD (FR),5,3.0,56.0,J.GELABERT,YLALLANA,A.REMOLINA,4,HIPODROMO DE SAN SEBASTIAN,1400,HIERBA
3_3-06-2016,MISTER LEONARD (FR),5,3.0,57.0,V.JANACEK,YLALLANA,A.REMOLINA,5,HIPODROMO DE SAN SEBASTIAN,1400,HIERBA
3_05-03-2017,MISTER LUCKY (FR),10,4.0,59.5,R.C.MONTENEGRO,YLALLANA,O.ANAYA,3,HIPODROMO LA ZARZUELA,1100,HIERBA
5_16-07-2017,MISTI D'ASPE (FR),4,3.0,54.0,V.JANACEK,JEANLOUISFABRE,A.IMAZ.C,1,HIPODROMO DE SAN SEBASTIAN,2000,HIERBA
3_30-03-2014,MISTICO,17,3.0,54.5,M.LAUBE,YCORTIÑAL,J.A.RODRIGUEZ,10,HIPODROMO LA ZARZUELA,1800,HIERBA
3_06-12-2015,MITRA,6,5.0,58.0,A.J.GRATEROL,MAGICA,M.AUGELLI,3,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1800,HIERBA
3_9-10-2016,MITRA,7,6.0,56.5,E.ARGUINZONES,MAGICA,M.AUGELLI,4,HIPODROMO LA ZARZUELA,1800,HIERBA
5_02-11-2014,MITRA,5,4.0,57.0,M.BORREGO,MAGICA,M.AUGELLI,3,HIPODROMO LA ZARZUELA,1600,HIERBA
3_30-10-2016,MITRA,4,6.0,59.0,M.GOMES,MAGICA,M.AUGELLI,12,HIPODROMO LA ZARZUELA,1800,HIERBA
4_11-08-2016,MITRA,7,6.0,56.0,M.GOMES,MAGICA,M.AUGELLI,11,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
3_15-11-2015,MITRA,8,5.0,56.0,N.DE.JULIAN,MAGICA,M.AUGELLI,2,HIPODROMO LA ZARZUELA,1600,HIERBA
1_24-01-2016,MITRA,1,6.0,59.5,SR.MELGAREJO.I,MAGICA,M.AUGELLI,1,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,2100,HIERBA
2_7-07-2016,MITRA,6,6.0,64.5,SR.MELGAREJO.I,MAGICA,M.AUGELLI,6,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
3_04-10-2015,MITRA,7,5.0,63.5,SRTA.BUESA.C,MAGICA,M.AUGELLI,8,HIPODROMO LA ZARZUELA,1800,HIERBA
4_24-07-2014,MITRA,2,4.0,58.0,V.JANACEK,MAGICA,M.AUGELLI,2,HIPODROMO LA ZARZUELA,1650,ARENA-FIBRA
5_03-10-2014,MITRA,1,4.0,62.0,V.JANACEK,MAGICA,M.AUGELLI,7,HIPODROMO LA ZARZUELA,1650,ARENA-FIBRA
4_11-07-2013,MITRA,3,3.0,56.0,J.CROCQUEVIEILLE,REZAPAZOOKI,F.RODRIGUEZ,1,HIPODROMO LA ZARZUELA,1600,ARENA-FIBRA
1_14-10-2012,MITRA,7,2.0,54.5,M.GOMES,REZAPAZOOKI,F.RODRIGUEZ,6,HIPODROMO LA ZARZUELA,2000,HIERBA
2_05-09-2013,MITRA,3,3.0,55.5,S.BERMEJO,REZAPAZOOKI,F.RODRIGUEZ,2,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_22-08-2013,MITRA,2,3.0,58.0,S.BERMEJO,REZAPAZOOKI,F.RODRIGUEZ,3,HIPODROMO LA ZARZUELA,1600,ARENA-FIBRA
2_06-05-2011,MIURA,6,4.0,54.0,M.SECCI,STANDCARMO,L.A.OLIVEIRA,4,HIPODROMO LA ZARZUELA,1600,ARENA-FIBRA
3_26-07-2012,MIURA,8,5.0,56.5,E.MELIAN,STANDVITORIA,L.A.OLIVEIRA,5,HIPODROMO LA ZARZUELA,1600,ARENA-FIBRA
3_15-08-2011,MIURA,6,4.0,54.0,E.MELIAN,STANDVITORIA,L.A.OLIVEIRA,9,HIPODROMO DE SAN SEBASTIAN,1500,HIERBA
4_04-09-2011,MIURA,2,4.0,51.0,M.SECCI,STANDVITORIA,L.A.OLIVEIRA,12,HIPODROMO DE SAN SEBASTIAN,1500,HIERBA
4_26-06-2011,MIURA,3,4.0,51.0,M.SECCI,STANDVITORIA,L.A.OLIVEIRA,8,HIPODROMO LA ZARZUELA,1600,HIERBA
3_12-02-2012,MIURA,8,4.0,50.0,V.SANCHEZ,STANDVITORIA,L.A.OLIVEIRA,1,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1400,HIERBA
5_21-07-2016,MME.LIZBARELIERE (FR),6,3.0,55.0,I.BORREGO,HARASDELABARELIERE,A.NUÑEZ,12,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
3_24-04-2016,MME.LIZBARELIERE (FR),13,3.0,55.0,N.DE.JULIAN,HARASDELABARELIERE,A.NUÑEZ,3,HIPODROMO LA ZARZUELA,1600,HIERBA
5_26-03-2021,MOLLY KING (GER),3,8.0,58.0,I.MELGAREJO,SAMALASSA,M.COMAS,1,HIPODROMO DE SAN SEBASTIAN,2000,HIERBA
1_26-08-2011,MOLY,4,3.0,51.5,V.SANCHEZ,LACINTERNACIONAL,J.LOPEZ,7,HIPODROMO COSTA DEL SOL,1300,ARENA
1_14-06-2012,MONA LISA,3,3.0,55.5,M.SECCI,CELSOMENDEZ,R.MARTIN.V,1,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
2_15-04-2012,MONA LISA,10,3.0,53.5,M.SECCI,CELSOMENDEZ,R.MARTIN.V,3,HIPODROMO LA ZARZUELA,1400,HIERBA
5_28-06-2012,MONA LISA,8,3.0,52.5,M.SECCI,CELSOMENDEZ,R.MARTIN.V,7,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
1_11-03-2012,MONA LISA,9,3.0,57.0,R.RAMOS,CELSOMENDEZ,R.MARTIN.V,11,HIPODROMO LA ZARZUELA,1600,HIERBA
3_16-03-2014,MONACO,6,3.0,56.0,M.BORREGO,TOPSECRET,B.RECIO,9,HIPODROMO LA ZARZUELA,1600,HIERBA
2_29-07-2011,MONDOÑEDO,3,2.0,56.0,I.LOPEZ,PEREIRASAT,J.C.LOPERA,3,HIPODROMO COSTA DEL SOL,1200,ARENA
2_12-06-2011,MONDOÑEDO,6,2.0,55.0,V.JANACEK,PEREIRASAT,J.C.LOPERA,3,HIPODROMO LA ZARZUELA,1000,HIERBA
3_12-08-2011,MONDOÑEDO,8,2.0,57.0,I.LOPEZ,PEREIRASAT,J.C.LOPERA,9,HIPODROMO COSTA DEL SOL,1200,ARENA
3_26-08-2011,MONDOÑEDO,6,2.0,56.0,J.C.CERQUEIRA,PEREIRASAT,J.C.LOPERA,4,HIPODROMO COSTA DEL SOL,1300,ARENA
3_06-05-2011,MONFORTE,8,3.0,55.0,R.RAMOS,PEREIRASAT,J.C.LOPERA,9,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
1_23-08-2012,MONIUS (IRE),1,3.0,56.0,G.MADERO,ALISARES,A.IMAZ.C,1,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
3_26-02-2017,MONPAZIER (IRE),8,4.0,58.0,J.E.JARCOVSKY,LOSNIÑOS,J.SALGUERO,13,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1800,HIERBA
1_19-02-2017,MONPAZIER (IRE),7,4.0,60.5,J.L.MARTINEZ,LOSNIÑOS,J.SALGUERO,7,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,2100,HIERBA
2_5-02-2017,MONPAZIER (IRE),11,4.0,62.0,SR.SALGUERO.C.M,LOSNIÑOS,J.SALGUERO,12,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1800,HIERBA
1_5-02-2017,MONROE,3,3.0,57.5,A.GOMEZ,MAZANTINNI,A.CARRASCO,3,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1500,ARENA
1_25-09-2016,MONROE,7,2.0,55.0,J.L.BORREGO,MAZANTINNI,A.CARRASCO,2,HIPODROMO LA ZARZUELA,1600,HIERBA
1_27-11-2016,MONROE,9,2.0,54.5,J.L.BORREGO,MAZANTINNI,A.CARRASCO,1,HIPODROMO LA ZARZUELA,1800,HIERBA
4_19-06-2011,MONSAGRO,5,4.0,59.0,J.L.BORREGO,ELHERROJO,G.ARIZKORRETA,2,HIPODROMO LA ZARZUELA,1800,HIERBA
5_07-07-2011,MONSAGRO,8,4.0,57.0,V.JANACEK,ELHERROJO,G.ARIZKORRETA,9,HIPODROMO LA ZARZUELA,2300,ARENA
4_27-01-2013,MONSAGRO,4,6.0,54.0,F.JIMENEZ,LAGITANA,J.HIDALGO,10,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1800,HIERBA
5_20-11-2011,MONSAGRO,6,4.0,58.0,J.E.JARCOVSKY,LAGITANA,J.HIDALGO,1,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1800,HIERBA
1_13-01-2013,MONSAGRO,1,5.0,60.5,SR.HIDALGO.J,LAGITANA,J.HIDALGO,2,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,2200,HIERBA
5_17-11-2013,MONSIEUR OPERA (FR),1,4.0,59.0,J.B.HAMEL,SALVADORMARQUEZ,B.VALENTI,2,HIPODROMO LA ZARZUELA,3200,HIERBA
2_17-03-2013,MONSIEUR OPERA (FR),4,4.0,56.0,J.L.BORREGO,SALVADORMARQUEZ,B.VALENTI,5,HIPODROMO LA ZARZUELA,2200,HIERBA
3_04-05-2014,MONSIEUR OPERA (FR),1,5.0,59.0,J.L.MARTINEZ,SALVADORMARQUEZ,B.VALENTI,5,HIPODROMO LA ZARZUELA,2800,HIERBA
2_14-10-2012,MONSIEUR OPERA (FR),3,3.0,59.0,O.O.URBINA,SALVADORMARQUEZ,J.LOPEZ,3,HIPODROMO LA ZARZUELA,2400,HIERBA
5_03-06-2012,MONSIEUR OPERA (FR),8,3.0,57.0,O.O.URBINA,SALVADORMARQUEZ,J.LOPEZ,9,HIPODROMO LA ZARZUELA,2400,HIERBA
3_25-05-2014,MONSIEUR OPERA (FR),1,5.0,56.0,V.JANACEK,SALVADORMARQUEZ,B.VALENTI,4,HIPODROMO LA ZARZUELA,3000,HIERBA
3_30-11-2014,MONSIEUR OPERA (FR),5,5.0,56.0,V.JANACEK,SALVADORMARQUEZ,B.VALENTI,3,HIPODROMO LA ZARZUELA,4000,HIERBA
4_05-05-2016,MONTANCHEZ (IRE),5,3.0,56.0,A.GOMEZ,LAPAZ,J.A.RODRIGUEZ,8,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1500,ARENA
1_25-10-2015,MONTANCHEZ (IRE),10,2.0,56.5,N.GARCIA,LAPAZ,J.A.RODRIGUEZ,8,HIPODROMO LA ZARZUELA,1400,HIERBA
3_03-04-2016,MONTANCHEZ (IRE),8,3.0,56.0,V.M.VALENZUELA,LAPAZ,J.A.RODRIGUEZ,9,HIPODROMO LA ZARZUELA,1800,HIERBA
3_17-04-2016,MONTANCHEZ (IRE),9,3.0,51.0,N.GARCIA,LAPAZ,J.A.RODRIGUEZ,10,HIPODROMO LA ZARZUELA,2000,HIERBA
3_28-10-2012,MONTE (GB),2,3.0,53.5,J.L.MARTINEZ,BERING,J.L.MAROTO,2,HIPODROMO LA ZARZUELA,2200,HIERBA
3_11-09-2011,MONTE (GB),2,2.0,56.0,J.L.MARTINEZ,SANIGNACIO,R.LOPEZ,9,HIPODROMO DE SAN SEBASTIAN,1400,HIERBA
2_18-08-2013,MONTE NAPOLEONE (FR),3,4.0,62.0,O.O.URBINA,BERING,E.LEON,5,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
1_26-02-2012,MONTEAGUDO EBRO (IRE),3,4.0,66.5,E.MELIAN,NANINA,J.CALDERON,6,HIPODROMO COSTA DEL SOL,2100,ARENA
2_14-07-2012,MONTEAGUDO EBRO (IRE),2,4.0,60.0,J.CROCQUEVIEILLE,NANINA,J.CALDERON,3,HIPODROMO COSTA DEL SOL,2000,ARENA
4_28-07-2012,MONTEAGUDO EBRO (IRE),5,4.0,59.5,O.O.URBINA,NANINA,J.CALDERON,4,HIPODROMO COSTA DEL SOL,1600,ARENA
5_20-11-2011,MONTEAGUDO EBRO (IRE),10,3.0,57.0,O.O.URBINA,NANINA,J.CALDERON,6,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1800,HIERBA
2_15-12-2013,MONTEAGUDO EBRO (IRE),5,5.0,61.0,SR.DE.JULIAN.N,NANINA,J.CALDERON,9,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1600,HIERBA
1_24-11-2013,MONTEAGUDO EBRO (IRE),4,5.0,70.0,SRTA.RODRIGUEZ.G,NANINA,J.CALDERON,2,HIPODROMO LA ZARZUELA,1600,HIERBA
4_26-08-2011,MONTEAGUDO EBRO (IRE),1,3.0,62.0,B.FAYOS,SANCRISTOBAL,J.LOPEZ,3,HIPODROMO COSTA DEL SOL,1800,ARENA
4_30-06-2011,MONTEAGUDO EBRO (IRE),6,3.0,57.5,O.O.URBINA,SANCRISTOBAL,J.LOPEZ,9,HIPODROMO LA ZARZUELA,1600,ARENA-FIBRA
2_05-08-2011,MONTEAGUDO EBRO (IRE),1,3.0,64.5,SR.ESCARIO.J.I,SANCRISTOBAL,J.LOPEZ,6,HIPODROMO COSTA DEL SOL,1800,ARENA
3_13-04-2014,MONTEGO BAY (GER),13,4.0,53.0,A.FADDOUL,LOSTONELES,F.RODRIGUEZ,15,HIPODROMO LA ZARZUELA,2400,HIERBA
3_20-10-2013,MONTEGO BAY (GER),4,3.0,54.5,J.L.MARTINEZ,LOSTONELES,F.RODRIGUEZ,1,HIPODROMO LA ZARZUELA,2000,HIERBA
4_24-11-2013,MONTEGO BAY (GER),11,3.0,52.0,S.BERMEJO,LOSTONELES,F.RODRIGUEZ,9,HIPODROMO LA ZARZUELA,1800,HIERBA
3_19-01-2014,MONTELLO,7,4.0,59.0,J.CROCQUEVIEILLE,ACASIÑA,J.A.RODRIGUEZ,12,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1800,HIERBA
